island,region_order,sheet,site_no,site_candidates,site_lat,site_lon,individual_id,corolla_id,cx,cy,source_component_id,split_piece,split_status,corolla_len_mm,corolla_width_mm,wl_ratio,fold_check,merge_check,fragment_check,corolla_area_mm2,guide_area_mm2,guide_cov_pct,n_spots,spot_density_cm2,guide_extent_rel,guide_present,brown_frac,degraded_flag,prov_mouth_diam_mm,prov_tube_depth_mm,prov_n_lobes,solidity,aspect,exclude,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_cov_strong_pct,guide_cov_weak_recovered_pct,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x,corolla_length_ruler_mm,corolla_max_span_ruler_mm,corolla_area_ruler_mm2,flat_lobe_length_mm,flat_tube_length_mm,flat_throat_span_mm,flat_mid_tube_width_mm,flat_basal_tube_width_mm,prov_mouth_diameter_ruler_mm,prov_entrance_area_mm2,mouth_to_tube_length_ratio,flat_tube_taper_ratio,flat_tube_slenderness,guide_cov_tube_pct,guide_cov_lobes_pct,flat_incision_rel,flat_throat_openness,guide_centroid_rel,flat_n_lobes,fold_state_auto,mouth_proxy_assumption,orientation_confidence,orientation_source,sinus_source,visitor_trait_qc,fold_state_reviewed,visible_lobes_reviewed,fold_state_source,fold_width_area_correction_factor,corolla_area_unfolded_est_mm2,max_span_unfolded_est_mm,throat_span_unfolded_est_mm,mid_tube_width_unfolded_est_mm,basal_tube_width_unfolded_est_mm,prov_mouth_diameter_reviewed_mm,prov_entrance_area_reviewed_mm2,fold_state_auto_original
Oshima,1,oshima8,8,,,,,6,1319,2302,5,1,shimask_red_outline_from_raw_difference,37.51,23.96,0.639,,check,,695.0,179.828,25.873,83,11.942,0.898,1,0.011,0,6.68,31.6,4,0.932,1.53,,64,19,3,24.77,1.103,2.1666,0.1219,151.6056,0.0,626,279.426,40.203,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,37.507,23.791,695.01,5.825,31.598,20.997,22.606,15.663,6.684,35.085,0.2115,1.3405,1.3978,27.968,2.107,0.1553,0.8826,0.3894,4,opened_or_broad,flat_span_over_pi,0.0915,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8,8,,,,,5,587,2378,6,1,shimask_red_outline_from_raw_difference,39.2,27.86,0.711,,check,,916.7,97.118,10.594,121,13.199,0.952,1,0.024,0,7.73,35.08,4,0.934,1.41,,97,24,5,9.505,1.089,0.8026,0.1362,30.2867,0.0,784,221.082,24.116,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,39.201,27.686,916.73,4.704,34.412,26.839,25.485,21.844,8.543,57.324,0.2483,1.2287,1.3503,11.401,1.139,0.12,0.9694,0.3797,4,opened_or_broad,flat_span_over_pi,0.2218,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8,8,,,,,8,1222,2930,7,1,shimask_red_outline_from_raw_difference,40.98,27.86,0.68,,check,,918.1,292.609,31.872,276,30.063,0.923,1,0.0,0,8.19,22.7,9,0.919,1.45,,79,197,9,15.609,16.263,1.0602,0.1864,85.1469,0.0,1364,418.903,45.629,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,40.979,27.601,918.063,5.035,35.859,24.723,25.485,19.304,7.869,48.639,0.2195,1.2807,1.4071,33.983,5.993,0.1229,0.8957,0.5246,5,opened_or_broad,flat_span_over_pi,0.2115,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8,8,,,,,7,438,3038,8,1,shimask_red_outline_from_raw_difference,39.45,15.24,0.386,check,check,,172.0,62.265,36.199,22,12.79,0.877,1,0.0,0,0.73,31.74,5,0.222,1.29,,18,4,5,34.624,1.575,2.8302,0.4659,23.2975,0.0,109,69.233,40.25,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,39.455,10.372,171.806,7.632,31.738,2.201,3.217,3.471,1.401,1.542,0.0442,0.6341,9.8647,44.223,2.908,0.1934,0.2122,0.4461,5,folded_half,2x_flat_span_over_pi,0.2716,guide_density_secondary,boundary_sinuses,folded_mouth_proxy,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8~9,,8|9,,,,1,571,885,1,1,shimask_red_outline_from_raw_difference,30.4,19.9,0.655,,check,,510.6,144.1,28.224,79,15.473,0.919,1,0.012,0,5.17,27.73,5,0.966,1.52,,42,37,2,25.985,2.239,1.8241,0.0645,127.4765,0.0,372,193.663,37.932,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,30.395,19.643,510.523,3.647,26.663,17.357,19.304,14.817,5.525,23.973,0.2072,1.1714,1.3812,30.577,0.475,0.12,0.8836,0.3608,5,opened_or_broad,flat_span_over_pi,0.1163,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8~9,,8|9,,,,2,1123,921,2,1,shimask_red_outline_from_raw_difference,36.49,21.17,0.58,,check,,571.5,193.692,33.89,136,23.796,0.921,1,0.004,0,10.24,30.62,3,0.924,1.63,,57,79,4,24.709,9.181,1.4242,0.147,130.3511,0.0,734,268.0,46.891,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,36.491,20.743,571.584,5.786,30.621,16.087,18.542,13.716,5.121,20.593,0.1672,1.1728,1.6514,36.052,6.424,0.1585,0.7755,0.413,3,opened_or_broad,flat_span_over_pi,0.1963,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8~9,,8|9,,,,3,1936,941,3,1,shimask_red_outline_from_raw_difference,34.54,22.52,0.652,,check,,620.4,43.104,6.947,130,20.953,0.951,1,0.052,0,13.8,23.15,3,0.935,1.47,,117,13,2,6.214,0.734,0.3316,0.1219,7.9785,0.0,401,153.297,24.708,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,34.544,22.267,620.501,9.508,24.952,21.759,21.082,16.849,6.926,37.677,0.2776,1.2915,1.1835,8.886,1.007,0.2752,0.9772,0.2679,3,opened_or_broad,flat_span_over_pi,0.8913,guide_density_secondary,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8~9,,8|9,,,,5,1153,1435,5,1,shimask_red_outline_from_raw_difference,30.14,20.57,0.682,,check,,461.9,147.835,32.007,83,17.97,0.93,1,0.007,0,7.55,25.93,3,0.888,1.39,,34,49,4,24.165,7.842,1.7811,0.0932,116.5662,0.0,576,217.211,47.028,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,30.141,20.489,461.863,4.123,25.933,11.853,19.05,14.732,3.773,11.181,0.1455,0.8046,1.3613,33.671,0.097,0.1368,0.5785,0.3686,3,opened_or_broad,flat_span_over_pi,0.1917,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8~9,,8|9,,,,4,585,1455,4,1,shimask_red_outline_from_raw_difference,38.78,27.35,0.705,,check,,759.8,202.107,26.6,136,17.9,0.912,1,0.027,0,5.47,32.78,9,0.94,1.21,,83,53,3,23.641,2.96,1.4861,0.0932,155.584,0.0,680,309.369,40.718,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,38.777,27.178,759.827,5.61,33.083,16.595,24.299,16.764,5.282,21.914,0.1597,0.9899,1.3615,27.97,0.04,0.1447,0.6106,0.373,9,opened_or_broad,flat_span_over_pi,0.1714,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8~9,,8|9,,,,6,1906,1506,6,1,shimask_red_outline_from_raw_difference,34.29,23.96,0.699,,check,,676.3,77.663,11.483,106,15.672,0.869,1,0.005,0,6.04,30.68,8,0.955,1.41,,101,5,1,10.544,0.939,0.7327,0.1004,59.5842,0.0,331,163.283,24.142,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,34.29,23.876,676.365,4.115,30.091,21.421,22.521,18.627,6.818,36.514,0.2266,1.15,1.3361,12.246,0.018,0.12,0.8972,0.1597,8,opened_or_broad,flat_span_over_pi,0.977,guide_density_secondary,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8~9,,8|9,,,,7,509,1978,7,1,shimask_red_outline_from_raw_difference,32.26,25.06,0.777,,check,,585.1,118.337,20.224,123,21.021,0.921,1,0.001,0,5.44,28.44,7,0.925,1.27,,107,16,4,18.59,1.634,0.9621,0.1649,54.939,0.0,543,211.62,36.167,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,32.258,24.892,585.118,3.871,28.302,18.373,20.913,14.647,5.848,26.862,0.2066,1.2543,1.3534,20.66,9.177,0.12,0.7381,0.4038,7,opened_or_broad,flat_span_over_pi,0.1785,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8~9,,8|9,,,,8,1145,1987,8,1,shimask_red_outline_from_raw_difference,35.05,23.96,0.684,,check,,591.7,143.082,24.18,126,21.293,0.978,1,0.001,0,5.39,30.49,6,0.954,1.21,,85,41,5,22.501,1.679,1.1356,0.1147,79.4694,0.0,594,224.093,37.87,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,35.052,23.707,591.72,4.206,30.761,16.087,21.421,13.716,5.121,20.593,0.1665,1.1728,1.436,25.41,4.68,0.12,0.6786,0.4519,6,opened_or_broad,flat_span_over_pi,0.3643,guide_density_secondary,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8~9,,8|9,,,,9,1868,2141,9,1,shimask_red_outline_from_raw_difference,44.28,26.42,0.597,,check,,909.9,319.376,35.101,266,29.235,0.989,1,0.002,0,7.65,37.56,5,0.923,1.67,,112,154,6,25.318,9.783,1.2007,0.1434,201.756,0.0,1171,463.118,50.899,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,44.281,26.331,909.848,6.638,37.558,24.045,25.146,17.103,7.654,46.01,0.2038,1.4059,1.4936,36.936,14.867,0.1499,0.9132,0.4307,5,opened_or_broad,flat_span_over_pi,0.2247,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8~9,,8|9,,,,10,488,2474,10,1,shimask_red_outline_from_raw_difference,39.37,28.11,0.714,,check,,793.3,125.355,15.801,122,15.378,0.994,1,0.005,0,5.17,31.79,5,0.932,1.19,,115,7,4,15.066,0.736,1.0275,0.2151,67.1755,0.0,457,225.168,28.383,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,39.37,27.601,793.318,8.028,31.257,20.489,25.908,18.373,6.522,33.408,0.2087,1.1152,1.2065,16.666,7.002,0.2039,0.7423,0.3049,5,opened_or_broad,flat_span_over_pi,0.1791,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8~9,,8|9,,,,11,1118,2521,11,1,shimask_red_outline_from_raw_difference,34.21,26.92,0.787,,check,,719.9,70.294,9.764,111,15.419,0.943,1,0.007,0,7.33,27.88,4,0.931,1.25,,105,6,4,8.866,0.898,0.6333,0.1362,13.7491,0.0,463,164.874,22.902,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,34.205,26.67,719.877,4.555,29.565,16.764,26.755,21.082,5.336,22.364,0.1805,0.7952,1.105,10.117,1.662,0.1332,0.6286,0.2261,4,opened_or_broad,flat_span_over_pi,0.2283,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8~9,,8|9,,,,12,1867,2689,12,1,shimask_red_outline_from_raw_difference,42.67,29.04,0.681,,check,,938.1,265.218,28.27,273,29.1,0.918,1,0.002,0,7.95,37.59,4,0.934,1.46,,220,53,14,25.891,2.379,0.9715,0.2151,67.835,0.0,1102,417.985,44.554,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,42.672,28.279,938.164,5.121,37.467,25.146,24.215,18.457,8.004,50.319,0.2136,1.3624,1.5473,30.326,3.167,0.12,0.8892,0.4136,4,opened_or_broad,flat_span_over_pi,0.1948,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8~9,,8|9,,,,13,598,3088,13,1,shimask_red_outline_from_raw_difference,45.3,29.38,0.649,,check,,1041.4,295.72,28.395,203,19.492,0.964,1,0.0,0,8.06,40.45,4,0.955,1.48,,119,84,3,26.475,1.92,1.4567,0.1577,229.2614,0.0,889,406.487,39.031,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,45.297,29.21,1041.411,5.436,39.776,27.432,27.093,17.865,8.732,59.883,0.2195,1.5355,1.4681,30.159,3.327,0.12,0.9391,0.3175,4,opened_or_broad,flat_span_over_pi,0.1674,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Oshima,1,oshima8~9,,8|9,,,,14,1175,3105,14,1,shimask_red_outline_from_raw_difference,39.29,21.93,0.558,,check,,718.9,200.136,27.838,110,15.3,0.868,1,0.0,0,5.15,35.29,6,0.937,1.76,,94,16,3,26.732,1.106,1.8194,0.1649,149.8708,0.0,511,280.688,39.042,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,39.285,21.759,718.91,4.714,34.486,19.727,20.997,17.018,6.279,30.969,0.1821,1.1592,1.6424,29.741,0.094,0.12,0.9066,0.2945,6,opened_or_broad,flat_span_over_pi,0.1834,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,1,573,992,1,1,shimask_red_outline_from_raw_difference,28.62,18.12,0.633,,check,,434.8,48.437,11.139,138,31.735,0.899,1,0.029,0,5.63,18.94,8,0.954,1.56,,134,4,2,10.061,1.078,0.351,0.1254,12.5305,0.0,381,139.046,31.976,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,28.617,18.119,434.817,4.765,23.767,16.256,18.034,15.833,5.174,21.029,0.2177,1.0267,1.3179,11.742,3.949,0.1665,0.8972,0.5878,4,opened_or_broad,flat_span_over_pi,0.2315,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,3,1504,1060,2,1,shimask_red_outline_from_raw_difference,28.7,20.15,0.702,,check,,463.7,3.427,0.739,65,14.018,0.908,1,0.192,1,5.26,25.89,7,0.91,1.38,,59,6,0,0.615,0.124,0.0527,0.0287,0.7957,0.0,0,3.427,0.739,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,28.702,19.727,463.706,3.444,25.173,18.542,18.542,14.901,5.902,27.359,0.2345,1.2443,1.3576,0.815,0.467,0.12,0.9399,0.4259,7,opened_or_broad,flat_span_over_pi,0.1563,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,2,1005,1065,3,1,shimask_red_outline_from_raw_difference,25.15,15.83,0.629,,check,,322.3,30.688,9.522,125,38.786,0.828,1,0.008,0,4.26,18.16,4,0.94,1.56,,117,8,2,8.61,0.912,0.2455,0.1004,6.5448,0.0,260,101.591,31.523,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,25.146,15.511,322.251,3.166,21.896,14.393,14.986,11.43,4.582,16.486,0.2092,1.2593,1.4611,9.557,9.708,0.1259,0.9279,0.5964,6,opened_or_broad,flat_span_over_pi,0.1988,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,4,1871,1102,4,1,shimask_red_outline_from_raw_difference,31.58,17.78,0.563,,check,,427.8,13.606,3.18,142,33.194,0.941,1,0.028,0,10.62,25.07,3,0.904,1.72,,140,2,0,2.911,0.27,0.0958,0.0502,1.5125,0.0,266,87.978,20.566,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,31.581,17.526,427.792,6.428,25.068,16.679,16.933,13.631,5.309,22.138,0.2118,1.2236,1.4804,3.146,4.069,0.2036,0.9517,0.4834,3,opened_or_broad,flat_span_over_pi,0.2639,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,5,563,1456,5,1,shimask_red_outline_from_raw_difference,25.65,16.34,0.637,,check,,320.8,9.125,2.844,73,22.754,0.967,1,0.394,1,2.94,23.24,7,0.936,1.56,,60,13,0,2.4,0.445,0.125,0.043,2.3369,0.0,131,97.842,30.498,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,25.654,16.002,320.831,3.078,22.491,15.325,13.547,11.43,4.878,18.688,0.2169,1.3407,1.6603,2.549,8.308,0.12,0.9577,0.4866,7,opened_or_broad,flat_span_over_pi,0.231,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,6,1034,1490,6,1,shimask_red_outline_from_raw_difference,29.21,20.57,0.704,,check,,480.8,20.91,4.349,80,16.639,0.991,1,0.012,0,5.74,25.68,5,0.936,1.39,,76,4,1,3.914,0.435,0.2614,0.0932,4.6093,0.0,194,61.957,12.886,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,29.21,20.32,480.845,3.505,25.62,18.034,19.389,14.647,5.74,25.881,0.2241,1.2312,1.3214,3.447,19.702,0.12,0.8875,0.4228,5,opened_or_broad,flat_span_over_pi,0.189,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,7,1544,1572,7,1,shimask_red_outline_from_raw_difference,32.51,21.34,0.656,,check,,539.5,41.082,7.615,107,19.834,0.95,1,0.154,1,5.61,27.91,4,0.861,1.37,,99,8,3,7.056,0.559,0.3839,0.086,7.2616,0.0,243,187.577,34.769,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,32.512,20.815,539.498,4.517,27.91,17.611,19.473,15.833,5.606,24.68,0.2008,1.1123,1.4333,7.87,4.743,0.1389,0.846,0.3023,4,opened_or_broad,flat_span_over_pi,0.274,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,8,573,1882,9,1,shimask_red_outline_from_raw_difference,27.69,19.64,0.709,,check,,380.3,55.154,14.502,216,56.796,0.954,1,0.081,0,3.53,22.36,4,0.935,1.26,,207,9,1,13.341,1.161,0.2553,0.0645,26.1648,0.0,337,159.498,41.939,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,27.686,19.219,380.265,5.832,21.769,13.208,18.119,11.43,4.204,13.882,0.1931,1.1556,1.2015,14.53,15.605,0.2107,0.6872,0.3654,4,opened_or_broad,flat_span_over_pi,0.1639,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,9,1130,1905,8,1,shimask_red_outline_from_raw_difference,30.56,20.4,0.668,,check,,493.1,53.434,10.836,129,26.16,0.958,1,0.125,1,11.53,20.73,3,0.926,1.48,,119,10,3,10.068,0.768,0.4142,0.0932,7.1828,0.0,399,162.681,32.99,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,30.565,20.151,493.146,3.668,26.812,19.473,19.135,13.801,6.199,30.177,0.2312,1.411,1.4012,11.311,5.673,0.12,0.9664,0.5025,3,opened_or_broad,flat_span_over_pi,0.1526,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,10,1548,2001,10,1,shimask_red_outline_from_raw_difference,35.64,27.52,0.772,,check,,719.1,67.742,9.421,148,20.582,0.993,1,0.039,0,7.57,24.39,5,0.897,1.28,,139,9,3,8.751,0.67,0.4577,0.1219,15.3907,0.0,507,170.831,23.757,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,35.645,27.347,719.096,7.039,28.521,24.553,24.977,17.78,7.816,47.975,0.274,1.381,1.1419,8.433,18.343,0.1975,0.8978,0.5207,6,opened_or_broad,flat_span_over_pi,0.2248,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,11,613,2267,11,1,shimask_red_outline_from_raw_difference,32.6,23.2,0.712,,check,,588.3,18.495,3.144,99,16.827,0.878,1,0.096,0,12.77,22.72,2,0.914,1.4,,95,4,0,2.902,0.241,0.1868,0.0717,1.2545,0.0,307,110.043,18.704,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,32.597,23.029,588.351,4.677,27.835,18.288,22.267,15.325,5.821,26.615,0.2091,1.1934,1.25,3.356,0.821,0.1435,0.7941,0.5621,3,opened_or_broad,flat_span_over_pi,0.2195,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,12,1136,2431,13,1,shimask_red_outline_from_raw_difference,27.35,18.88,0.69,,check,,395.5,13.907,3.516,86,21.745,0.997,1,0.028,0,5.47,15.2,4,0.912,1.43,,81,5,0,2.817,0.7,0.1617,0.0681,1.871,0.0,198,81.649,20.645,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,27.347,18.711,395.512,3.754,23.509,16.425,17.187,12.192,5.228,21.469,0.2224,1.3472,1.3678,3.319,5.994,0.1373,0.8778,0.5957,4,opened_or_broad,flat_span_over_pi,0.1584,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,13,1584,2449,12,1,shimask_red_outline_from_raw_difference,33.19,23.96,0.722,,check,,554.4,5.577,1.006,44,7.937,0.91,1,0.061,0,13.21,26.65,3,0.887,1.37,,42,2,0,0.9,0.106,0.1268,0.0502,0.9892,0.0,0,5.577,1.006,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,33.189,23.707,554.358,6.45,26.654,20.743,20.235,14.055,6.603,34.241,0.2477,1.4759,1.3172,1.024,0.965,0.1943,0.875,0.2988,3,opened_or_broad,flat_span_over_pi,0.2296,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,14,460,2830,15,1,shimask_red_outline_from_raw_difference,25.15,21.59,0.858,,check,,376.1,5.176,1.376,37,9.838,0.774,1,0.038,0,6.33,20.62,4,0.897,1.11,,36,1,0,1.197,0.179,0.1399,0.0645,0.7527,0.0,101,32.788,8.718,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,25.146,21.167,376.093,4.585,20.477,21.167,16.679,12.277,6.738,35.653,0.329,1.7241,1.2277,1.481,0.703,0.1823,1.0,0.2535,4,opened_or_broad,flat_span_over_pi,0.2876,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,15,942,2855,14,1,shimask_red_outline_from_raw_difference,34.88,28.53,0.818,,check,,697.0,2.731,0.392,30,4.304,0.966,0,0.059,0,6.06,31.22,4,0.952,1.15,,30,0,0,0.388,0.004,0.091,0.0466,0.4875,0.0,0,2.731,0.392,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,34.883,28.363,697.039,4.186,30.612,22.013,23.622,14.055,7.007,38.562,0.2289,1.5663,1.2959,0.223,3.587,0.12,0.7761,0.6535,4,opened_or_broad,flat_span_over_pi,0.0835,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,16,1375,2875,16,1,shimask_red_outline_from_raw_difference,30.23,24.64,0.815,,check,,538.0,5.168,0.961,36,6.691,0.921,1,0.056,0,15.63,25.53,3,0.918,1.22,,36,0,0,0.954,0.007,0.1436,0.0358,1.8208,0.0,0,5.168,0.961,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,30.226,24.553,538.014,4.623,25.519,24.553,20.151,14.393,7.816,47.975,0.3063,1.7059,1.2664,1.03,0.469,0.1529,1.0,0.2712,3,opened_or_broad,flat_span_over_pi,0.2341,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima1~2,,1|2,,,,17,1800,2928,17,1,shimask_red_outline_from_raw_difference,32.26,26.33,0.816,,check,,559.3,2.803,0.501,34,6.079,0.971,1,0.063,0,14.98,21.66,2,0.895,1.05,,34,0,0,0.493,0.008,0.0824,0.0466,0.7384,0.0,0,2.803,0.501,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,748,,32.258,25.908,559.361,9.662,22.512,19.558,23.791,16.002,6.226,30.44,0.2765,1.2222,0.9462,0.276,1.772,0.2995,0.7549,0.6985,6,opened_or_broad,flat_span_over_pi,0.148,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,1,430,937,2,1,shimask_red_outline_from_raw_difference,30.82,22.94,0.744,,check,,544.0,27.892,5.127,100,18.381,0.912,1,0.063,0,5.23,26.42,4,0.942,1.27,,96,4,1,4.679,0.448,0.2789,0.1254,4.595,0.0,273,103.699,19.061,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,30.819,22.86,544.042,4.081,26.653,15.579,21.929,16.002,4.959,19.313,0.1861,0.9735,1.2155,5.364,0.616,0.1324,0.6815,0.3049,4,opened_or_broad,flat_span_over_pi,0.2284,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
